Id,WnvPresent
1,0.0015143408672884107
2,0.0008764517842791975
3,0.0013407685328274965
4,0.00035822688369080424
5,0.00035822688369080424
6,0.00035822688369080424
7,0.00035822688369080424
8,0.00035822688369080424
9,0.0006900260341353713
10,0.00041209353366866713
11,0.0006305630668066442
12,0.00016838585725054142
13,0.00016838585725054142
14,0.00016838585725054142
15,0.00016838585725054142
16,0.00016838585725054142
17,0.0011261040344834328
18,0.0006516463472507894
19,0.0009969866368919609
20,0.0002663077029865235
21,0.0002663077029865235
22,0.0002663077029865235
23,0.0002663077029865235
24,0.0002663077029865235
25,0.0008480508695356548
26,0.0005783278611488639
27,0.0008848478319123386
28,0.0002004426351049915
29,0.0002004426351049915
30,0.0002004426351049915
31,0.0002004426351049915
32,0.0002004426351049915
33,0.0004974351031705737
34,0.00033918776898644865
35,0.0005190267693251371
36,0.0001388385280733928
37,0.0001388385280733928
38,0.0001388385280733928
39,0.0001388385280733928
40,0.0001388385280733928
41,0.0005887224106118082
42,0.0004014458390884101
43,0.0006142740021459758
44,0.00016432844859082252
45,0.00016432844859082252
46,0.00016432844859082252
47,0.00016432844859082252
48,0.00016432844859082252
49,0.0004974351031705737
50,0.00033918776898644865
51,0.0005190267693251371
52,0.0001388385280733928
53,0.0001388385280733928
54,0.0001388385280733928
55,0.0001388385280733928
56,0.0001388385280733928
57,0.0005657475558109581
58,0.00038577662780880933
59,0.0005903026321902871
60,0.00016414179117418826
61,0.00016414179117418826
62,0.00016414179117418826
63,0.00016414179117418826
64,0.00016414179117418826
65,0.0012219237396493554
66,0.0008333895239047706
67,0.0012749223969876766
68,0.000266856950474903
69,0.000266856950474903
70,0.000266856950474903
71,0.000266856950474903
72,0.000266856950474903
73,0.0022576183546334505
74,0.0015402744757011533
75,0.002355434698984027
76,0.0005408703000284731
77,0.0005408703000284731
78,0.0005408703000284731
79,0.0005408703000284731
80,0.0005408703000284731
81,0.0010686131427064538
82,0.0007287914631888269
83,0.0011149697238579392
84,0.0002646897046361118
85,0.0002646897046361118
86,0.0002646897046361118
87,0.0002646897046361118
88,0.0002646897046361118
89,0.0017225072951987386
90,0.001174990087747574
91,0.0017971787601709364
92,0.00034986526588909333
93,0.00034986526588909333
94,0.00034986526588909333
95,0.00034986526588909333
96,0.00034986526588909333
97,0.0014095985097810626
98,0.000961446959991008
99,0.0014707252848893404
100,0.00033748697023838764
101,0.00033748697023838764
102,0.00033748697023838764
103,0.00033748697023838764
104,0.00033748697023838764
105,0.0010107341222465036
106,0.0006893053650856018
107,0.001054582535289228
108,0.00025034209829755133
109,0.00025034209829755133
110,0.00025034209829755133
111,0.00025034209829755133
112,0.00025034209829755133
113,0.0012089555384591222
114,0.0007221567793749273
115,0.0011048233136534689
116,0.00027262335061095655
117,0.00027262335061095655
118,0.00027262335061095655
119,0.00027262335061095655
120,0.00027262335061095655
121,0.00034768853220157325
122,0.00024471018696203833
123,0.00037447595968842506
124,0.00010189134627580644
125,0.00010189134627580644
126,0.00010189134627580644
127,0.00010189134627580644
128,0.00010189134627580644
129,0.0008355618920177221
130,0.00048345790128223603
131,0.0007397329318337142
132,0.00018248471315018835
133,0.00018248471315018835
134,0.00018248471315018835
135,0.00018248471315018835
136,0.00018248471315018835
137,0.0013985290424898267
138,0.0009538933518342674
139,0.001459176535718143
140,0.0002839875814970583
141,0.0002839875814970583
142,0.0002839875814970583
143,0.0002839875814970583
